dataset,fpr,tpr,threshold,auc
BIPIA,0.05333333333333334,0.06166666666666667,-0.5228268504142761,0.5383586805555555
BIPIA,0.05333333333333334,0.0625,-0.5224094986915588,0.5383586805555555
BIPIA,0.05416666666666667,0.06333333333333334,-0.5209493041038513,0.5383586805555555
BIPIA,0.05416666666666667,0.06416666666666666,-0.5208209156990051,0.5383586805555555
BIPIA,0.05416666666666667,0.065,-0.5203434824943542,0.5383586805555555
BIPIA,0.05416666666666667,0.06583333333333333,-0.519340455532074,0.5383586805555555
BIPIA,0.05416666666666667,0.06666666666666667,-0.5187292695045471,0.5383586805555555
BIPIA,0.055,0.0675,-0.518515408039093,0.5383586805555555
BIPIA,0.055,0.06833333333333333,-0.516697347164154,0.5383586805555555
BIPIA,0.055,0.06916666666666667,-0.5160790085792542,0.5383586805555555
BIPIA,0.05583333333333333,0.06916666666666667,-0.5159594416618347,0.5383586805555555
BIPIA,0.05583333333333333,0.07,-0.5144268870353699,0.5383586805555555
BIPIA,0.056666666666666664,0.07,-0.5134338140487671,0.5383586805555555
BIPIA,0.056666666666666664,0.07083333333333333,-0.5128265619277954,0.5383586805555555
BIPIA,0.0575,0.07083333333333333,-0.5092154741287231,0.5383586805555555
BIPIA,0.058333333333333334,0.07083333333333333,-0.5075612664222717,0.5383586805555555
BIPIA,0.058333333333333334,0.07166666666666667,-0.5065338015556335,0.5383586805555555
BIPIA,0.058333333333333334,0.0725,-0.5034819841384888,0.5383586805555555
BIPIA,0.059166666666666666,0.0725,-0.503441572189331,0.5383586805555555
BIPIA,0.06,0.0725,-0.5014163851737976,0.5383586805555555
BIPIA,0.060833333333333336,0.0725,-0.49989718198776245,0.5383586805555555
BIPIA,0.060833333333333336,0.07333333333333333,-0.4990846514701843,0.5383586805555555
BIPIA,0.060833333333333336,0.07416666666666667,-0.4982032775878906,0.5383586805555555
BIPIA,0.06166666666666667,0.07416666666666667,-0.49349814653396606,0.5383586805555555
BIPIA,0.06166666666666667,0.075,-0.49284690618515015,0.5383586805555555
BIPIA,0.06166666666666667,0.07583333333333334,-0.49116337299346924,0.5383586805555555
BIPIA,0.0625,0.07583333333333334,-0.4886956214904785,0.5383586805555555
BIPIA,0.0625,0.07666666666666666,-0.4870402216911316,0.5383586805555555
BIPIA,0.0625,0.0775,-0.4866182208061218,0.5383586805555555
BIPIA,0.06333333333333334,0.0775,-0.4847133755683899,0.5383586805555555
BIPIA,0.06416666666666666,0.07833333333333334,-0.48429185152053833,0.5383586805555555
